Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
13,0,17,3,3043,45,7,17,3,True,True,30,151,False
7,0,10,1,4580,40,190,8,3,True,True,30,944,False
8,0,10,1,1678,19,7,5,3,True,True,30,95,True
17,0,39,1,2948,67,375,29,3,True,True,30,1620,False
17,0,40,1,4693,73,17,40,1,True,True,15,355,False
11,0,40,1,2855,46,301,23,3,True,True,30,1320,False
20,0,39,3,9610,128,160,48,3,True,True,30,1029,False
14,0,40,1,14268,176,16,49,3,True,True,30,641,False
32,1,40,4,15635,232,70,37,3,True,True,30,914,False
11,0,40,2,3590,34,499,13,3,True,True,30,2140,False
16,0,39,1,15980,189,166,35,2,True,True,25,1474,False
10,0,39,1,8003,134,400,48,3,True,True,30,1925,False
14,0,39,2,11960,161,27,52,4,True,True,45,370,False
30,1,35,0,1450,54,32,22,3,True,False,30,188,True
28,0,38,9,10930,100,17,47,5,True,True,55,190,False
16,1,37,0,3485,48,25,21,3,True,False,30,241,True
16,1,38,0,2763,51,50,36,4,True,False,45,195,True
8,0,38,1,2163,32,16,11,4,True,True,45,94,False
10,0,35,2,7280,104,30,27,5,True,True,55,155,False
7,0,38,0,1123,14,25,9,4,True,False,45,90,True
7,0,38,2,833,11,20,7,5,True,True,55,42,False
32,0,33,4,16570,245,16,85,2,False,True,25,828,False
13,0,36,4,7460,123,287,38,3,False,True,30,1451,False
11,0,29,2,1810,43,209,16,3,False,True,30,910,False
11,0,28,1,2063,46,46,73,5,True,True,55,100,False
7,0,28,0,1320,17,37,8,4,True,False,45,125,False
19,0,17,1,9427,178,89,45,5,True,True,55,277,False
15,0,18,4,3347,52,47,24,3,True,True,30,323,False
9,0,11,2,4885,47,231,15,3,True,True,30,1121,False
10,1,11,2,1982,26,16,12,3,True,True,30,144,True
13,0,39,1,2568,65,357,23,3,True,True,30,1533,False
13,0,40,1,4313,71,0,34,1,True,True,15,241,False
7,0,40,1,2475,44,283,17,3,True,True,30,1232,False
16,0,39,3,9230,126,142,42,3,True,True,30,942,False
12,1,40,0,2353,59,6,16,3,True,False,30,120,False
28,0,40,4,15255,230,52,31,3,True,True,30,827,False
7,0,40,2,3210,32,481,7,3,True,True,30,2053,False
12,0,39,1,15600,187,148,29,2,True,True,25,1376,False
6,0,39,1,7623,132,382,42,3,True,True,30,1838,False
10,0,39,2,11580,159,9,46,4,True,True,45,315,False
26,1,35,0,1070,52,14,16,3,True,False,30,100,True
24,0,38,9,10550,98,0,41,5,True,True,55,159,False
12,0,38,0,2383,49,32,30,4,True,False,45,140,True
4,0,38,1,1783,30,0,5,4,True,True,45,45,False
6,0,35,2,6900,102,12,21,5,True,True,55,123,False
3,0,38,0,743,12,7,3,4,True,False,45,36,True
3,0,38,2,453,9,2,1,5,True,True,55,9,False
28,0,33,4,16190,243,0,79,2,False,True,25,739,False
9,0,36,4,7080,121,269,32,3,False,True,30,1364,False
7,0,28,1,1683,44,28,67,5,True,True,55,67,False
3,0,28,0,940,15,19,2,4,True,False,45,71,False
15,0,17,1,9047,176,71,39,5,True,True,55,244,False
11,0,18,4,2967,50,29,18,3,True,True,30,236,False
5,0,11,2,4505,45,213,9,3,True,True,30,1034,False
6,1,11,2,1602,24,0,6,3,True,True,30,65,True
13,0,34,0,2758,60,358,25,2,True,True,25,1737,False
13,0,35,0,4503,66,0,36,1,True,True,15,251,False
6,0,35,0,2698,58,1,34,1,True,True,15,157,False
7,0,35,0,2665,39,284,19,3,True,True,30,1244,False
28,0,35,3,15445,225,53,33,3,True,True,30,838,False
7,0,35,1,3400,27,482,9,3,True,True,30,2065,False
12,0,34,0,15790,182,149,31,2,True,True,25,1389,False
6,0,34,0,7813,127,383,44,2,True,True,25,2080,False
26,1,30,0,1260,47,15,18,2,True,False,25,126,True
24,0,33,8,10740,93,0,43,4,True,True,45,270,False
12,1,32,0,3295,41,8,17,3,True,False,30,165,True
6,0,30,1,7090,97,13,23,4,True,True,45,212,False
3,0,33,0,933,7,8,5,4,True,False,45,43,True
3,0,33,1,643,4,3,3,5,True,True,55,14,False
28,0,28,3,16380,238,0,81,2,True,True,25,747,False
9,0,31,3,7270,116,270,34,2,False,True,25,1547,False
7,0,23,0,1873,39,29,69,4,True,True,45,120,False
3,0,23,0,1130,10,20,4,4,True,False,45,78,False
5,0,15,0,2000,26,27,15,2,True,True,25,212,False
19,0,14,1,6697,141,84,43,1,False,True,15,838,False
15,0,12,0,9237,171,72,41,4,True,True,45,415,False
11,0,13,3,3157,45,30,20,3,True,True,30,248,False
5,0,6,1,4695,40,214,11,3,True,True,30,1045,False
6,0,6,1,1792,19,0,8,3,True,True,30,72,True
17,0,44,2,2758,72,374,27,3,True,True,30,1609,False
17,0,45,2,4503,78,16,38,1,True,True,15,339,False
18,0,45,3,4080,94,47,31,3,True,True,30,354,False
11,0,45,2,2665,51,300,21,4,True,True,45,817,False
20,0,44,4,9420,133,159,46,3,True,True,30,1018,False
14,0,45,3,4820,95,17,28,4,True,True,45,165,False
16,0,45,0,2543,66,23,20,4,True,False,45,122,False
32,0,45,5,15445,237,69,35,3,False,True,30,903,False
11,0,45,3,3400,39,498,11,4,True,True,45,1330,False
16,0,44,2,15790,194,165,33,3,True,True,30,1299,False
10,0,44,3,6805,98,201,29,4,True,True,45,675,False
10,0,44,2,7813,139,399,46,3,True,True,30,1914,False
14,0,44,3,11770,166,26,50,4,True,True,45,363,False
15,0,44,3,7023,87,123,40,3,True,True,30,776,False
30,1,40,0,1260,59,31,20,3,True,False,30,176,True
28,0,43,10,10740,105,16,45,5,False,True,55,186,False
20,0,43,3,6123,110,41,27,3,True,True,30,413,False
8,0,41,2,3145,34,15,17,4,True,True,45,116,False
16,1,42,0,3295,53,24,19,3,True,False,30,229,True
16,1,43,0,2573,56,49,34,4,True,False,45,188,True
8,0,43,2,1973,37,15,9,4,True,True,45,87,False
10,0,40,3,7090,109,29,25,5,True,True,55,151,False
7,0,43,0,933,19,24,7,4,True,False,45,83,True
7,0,43,3,643,16,19,5,5,True,True,55,38,False
32,0,38,5,16380,250,15,83,2,False,True,25,815,False
13,0,41,5,7270,128,286,36,3,False,True,30,1439,False
10,0,42,0,1970,56,53,23,4,True,False,45,183,False
11,0,34,3,1620,48,208,14,3,False,True,30,898,False
11,0,33,2,1873,51,45,71,5,True,True,55,96,False
7,0,33,0,1130,22,36,6,4,True,False,45,118,False
9,0,32,2,3530,73,23,26,4,True,True,45,147,False
23,0,24,3,6697,153,100,45,2,False,True,25,758,False
19,0,22,2,9237,183,88,43,5,True,True,55,273,False
15,0,23,5,3157,57,46,22,4,True,True,45,195,False
9,0,16,3,4695,52,230,13,3,True,True,30,1109,False
10,0,16,3,1792,31,15,10,3,True,True,30,132,True
21,0,40,2,3468,77,374,26,3,True,True,30,1637,False
21,0,41,2,5213,83,16,37,1,True,True,15,379,False
22,0,41,3,4790,99,47,30,3,True,True,30,383,False
15,0,41,2,3375,56,300,20,4,True,True,45,835,False
24,0,40,4,10130,138,159,45,3,True,True,30,1046,False
18,0,41,2,14788,186,15,46,3,True,True,30,658,False
18,0,41,3,5530,100,17,27,4,True,True,45,183,False
20,0,41,0,3253,71,23,19,4,True,False,45,140,False
36,0,41,5,16155,242,69,34,3,False,True,30,931,False
15,0,41,3,4110,44,498,10,4,True,True,45,1348,False
20,0,40,2,16500,199,165,32,2,True,True,25,1493,False
14,0,40,3,7515,103,201,28,3,True,True,30,1108,False
14,0,40,2,8523,144,399,45,3,True,True,30,1942,False
18,0,40,3,12480,171,26,49,4,True,True,45,381,False
19,0,40,3,7733,92,123,39,2,True,True,25,905,False
34,1,36,0,1970,64,31,19,3,False,False,30,205,True
32,0,39,10,11450,110,16,44,5,True,True,55,197,False
24,0,39,3,6833,115,41,26,3,True,True,30,441,False
20,1,38,0,4005,58,24,18,3,True,False,30,258,True
20,1,39,0,3283,61,49,33,4,True,False,45,206,True
12,0,39,2,2683,42,15,8,4,True,True,45,105,False
14,0,36,3,7800,114,29,24,5,True,True,55,162,False
11,0,39,0,1643,24,24,6,4,True,False,45,101,True
11,0,39,3,1353,21,19,4,5,True,True,55,49,False
36,0,34,5,17090,255,15,82,2,False,True,25,848,False
17,0,37,5,7980,133,286,35,3,False,True,30,1468,False
14,0,38,0,2680,61,53,22,4,True,False,45,201,False
15,0,30,3,2330,53,208,13,3,False,True,30,927,False
15,0,29,2,2583,56,45,70,5,True,True,55,107,False
22,1,30,0,1715,42,25,9,3,True,False,30,170,True
11,0,29,0,1840,27,36,5,4,True,False,45,136,False
27,0,20,3,7407,158,100,44,2,False,True,25,790,False
23,0,18,2,9947,188,88,42,5,True,True,55,284,False
19,0,19,5,3867,62,46,21,3,True,True,30,341,False
13,0,12,3,5405,57,230,12,3,True,True,30,1138,False
14,1,12,3,2502,36,15,9,3,True,True,30,161,True
9,0,38,0,2048,55,341,26,3,True,True,30,1448,False
9,0,39,0,3793,61,0,37,1,True,True,15,211,False
3,0,39,0,1955,34,267,20,3,True,True,30,1147,False
24,0,39,3,14735,220,36,34,3,True,True,30,742,False
3,0,39,1,2690,22,465,10,3,True,True,30,1968,False
8,0,38,0,15080,177,132,32,2,True,True,25,1280,False
2,0,38,0,7103,122,366,45,3,True,True,30,1753,False
6,0,38,1,11060,149,0,49,4,True,True,45,280,False
20,0,37,8,10030,88,0,44,5,True,True,55,151,False
8,1,36,0,2585,36,0,18,3,True,False,30,104,True
0,0,37,0,1263,20,0,8,4,True,True,45,32,False
2,0,34,1,6380,92,0,24,5,True,True,55,97,False
0,0,37,0,223,2,0,6,4,True,False,45,5,True
0,0,37,1,0,0,0,0,5,True,True,55,0,False
24,1,32,3,15670,233,0,82,2,True,True,25,715,False
5,0,35,3,6560,111,253,35,2,False,True,25,1438,False
3,0,27,0,1163,34,12,70,4,True,True,45,59,False
0,0,27,0,420,5,3,5,4,True,False,45,18,False
11,0,16,0,8527,166,55,42,5,True,True,55,212,False
7,0,17,3,2447,40,13,21,3,True,True,30,151,False
1,0,10,1,3985,35,197,12,3,True,True,30,948,False
2,1,10,1,1082,14,0,9,3,True,True,30,43,True
15,0,39,1,2758,66,366,26,3,True,True,30,1576,False
15,0,40,1,4503,72,8,37,1,True,True,15,295,False
9,0,40,1,2665,45,292,20,3,True,True,30,1276,False
18,0,39,3,9420,127,151,45,3,True,True,30,985,False
30,0,40,4,15445,231,61,34,3,True,True,30,871,False
9,0,40,2,3400,33,490,10,3,True,True,30,2097,False
14,0,39,1,15790,188,157,32,2,True,True,25,1425,False
8,0,39,1,7813,133,391,45,3,True,True,30,1881,False
12,0,39,2,11770,160,18,49,4,True,True,45,343,False
28,1,35,0,1260,53,23,19,3,True,False,30,144,True
26,0,38,9,10740,99,8,44,5,True,True,55,174,False
14,1,37,0,3295,47,16,18,3,True,False,30,197,True
14,0,38,0,2573,50,41,33,4,True,False,45,168,True
6,0,38,1,1973,31,7,8,4,True,True,45,67,False
8,0,35,2,7090,103,21,24,5,True,True,55,139,False
5,0,38,0,933,13,16,6,4,True,False,45,63,True
5,0,38,2,643,10,11,4,5,True,True,55,26,False
30,0,33,4,16380,244,7,82,2,False,True,25,779,False
11,0,36,4,7270,122,278,35,3,False,True,30,1407,False
9,0,28,1,1873,45,37,70,5,True,True,55,84,False
5,0,28,0,1130,16,28,5,4,True,False,45,98,False
17,0,17,1,9237,177,80,42,5,True,True,55,261,False
13,0,18,4,3157,51,38,21,3,True,True,30,280,False
7,0,11,2,4695,46,222,12,3,True,True,30,1077,False
8,1,11,2,1792,25,7,9,3,True,True,30,100,True
15,0,39,1,2758,66,366,26,3,True,True,30,1576,False
15,0,40,1,4503,72,8,37,1,True,True,15,295,False
9,0,40,1,2665,45,292,20,3,True,True,30,1276,False
18,0,39,3,9420,127,151,45,3,True,True,30,985,False
30,0,40,4,15445,231,61,34,3,False,True,30,871,False
9,0,40,2,3400,33,490,10,3,True,True,30,2097,False
14,0,39,1,15790,188,157,32,2,True,True,25,1425,False
8,0,39,1,7813,133,391,45,3,True,True,30,1881,False
12,0,39,2,11770,160,18,49,4,True,True,45,343,False
28,1,35,0,1260,53,23,19,3,True,False,30,144,True
26,0,38,9,10740,99,8,44,5,False,True,55,174,False
14,1,37,0,3295,47,16,18,3,True,False,30,197,True
14,1,38,0,2573,50,41,33,4,True,False,45,168,True
6,0,38,1,1973,31,7,8,4,True,True,45,67,False
8,0,35,2,7090,103,21,24,5,True,True,55,139,False
5,1,38,0,933,13,16,6,4,True,False,45,63,True
5,0,38,2,643,10,11,4,5,True,True,55,26,False
30,0,33,4,16380,244,7,82,2,False,True,25,779,False
11,0,36,4,7270,122,278,35,3,False,True,30,1407,False
9,0,28,1,1873,45,37,70,5,True,True,55,84,False
5,0,28,0,1130,16,28,5,4,True,False,45,98,False
17,0,17,1,9237,177,80,42,5,True,True,55,261,False
13,0,18,4,3157,51,38,21,3,True,True,30,280,False
7,0,11,2,4695,46,222,12,3,True,True,30,1077,False
8,1,11,2,1792,25,7,9,3,True,True,30,100,True
